ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10,ROI_11,ROI_12,ROI_13,ROI_14,ROI_15,ROI_16,ROI_17,ROI_18,ROI_19,ROI_20,ROI_21,ROI_22,ROI_23,ROI_24,ROI_25,ROI_26,ROI_27,ROI_28,ROI_29,ROI_30,ROI_31,ROI_32,ROI_33,ROI_34,ROI_35,ROI_36,ROI_37,ROI_38,ROI_39,ROI_40,ROI_41,ROI_42,ROI_43,ROI_44,ROI_45,ROI_46,ROI_47,ROI_48,ROI_49,ROI_50,ROI_51,ROI_52,ROI_53,ROI_54,ROI_55,ROI_56,ROI_57,ROI_58,ROI_59,ROI_60,ROI_61,ROI_62,ROI_63,ROI_64,ROI_65,ROI_66,ROI_67,ROI_68,ROI_69,ROI_70,ROI_71,ROI_72,ROI_73,ROI_74,ROI_75,ROI_76,ROI_77,ROI_78,ROI_79,ROI_80,ROI_81,ROI_82,ROI_83,ROI_84,ROI_85,ROI_86,ROI_87,ROI_88,ROI_89,ROI_90,ROI_91,ROI_92,ROI_93,ROI_94,ROI_95,ROI_96
 -2.946,  2.4155,-2.386,-1.232,  0.173, -3.187,-0.8188, 0.702,  3.356,  1.399, -2.521, 0.499, 1.677, 0.7538,-1.466,-1.303,-0.2824,-1.384, -3.0668, -0.856,-3.105, -0.2015, 1.7130,  0.2953,  1.131, 0.983, 2.674,-3.7242,-2.220, -3.26, -1.799, -2.06,-0.5505, -1.352,-2.786,  3.474, 3.787, 2.266, 0.829,  0.601, -0.532,  3.2202, 3.947, 2.836,  7.2750,  1.40,  0.36,  0.716, -1.2266, 3.763,  0.575,  2.825,  3.68,  0.6858, 0.586, 2.162, -1.090, -0.71, -1.702, 0.039, 3.58, 1.7e+00, 0.56,-1.365,-0.044,  0.75,  1.141,  0.941, -1.056,  2.0207,  1.779,  1.52,  5.207, -1.4104, 1.1354,  0.249,  0.361,  1.036,  1.937,  3.683, 1.628, -1.216, -2.478,  3.220, 2.697,-1.1907, 1.602,  1.739,-1.319,  1.002,  5.009,  2.840,  2.86,  4.566, -1.188,  0.306
 -3.394, -3.8472,-3.738,-3.708, -3.984, -1.875,-2.0548,-3.664, -1.359, -0.299, -6.749,-2.777,-4.760,-3.4307,-0.028,-3.875,-3.1474,-0.883, -1.9953, -4.382,-2.323, -1.0249,-3.7682, -3.8915,  2.529,-4.708, 0.888, 1.0054,-0.304, -3.10, -4.181, -3.06,-3.4629, -0.896,-3.643, -4.324,-4.342,-4.320,-2.447, -1.834, -0.880, -3.9915,-2.536,-3.400, -7.4225, -6.06, -5.49, -2.568, -2.5490,-5.544, -3.562, -3.246, -1.96, -2.7118,-2.580,-1.026,  1.197, -3.61,  1.290,-1.102,-1.34,-3.0e+00, 1.74,-0.602,-2.181, -3.11, -3.178, -0.591, -5.178, -2.7944, -0.981, -5.03,  0.040, -2.2899, 1.6977, -2.985, -3.483, -4.060, -5.342, -3.969,-2.807, -1.873, -3.524, -4.096,-2.904, 0.1974,-3.703, -0.828,-1.306, -0.236, -8.017, -0.566,  0.05, -6.468, -5.747, -4.639
 -6.126, -4.6571,-4.234,-4.383, -3.208, -2.771,-0.6901,-3.689, -1.983, -0.792, -9.343,-4.604,-3.260,-5.9806, 0.442,-3.583,-2.3477, 0.264, -0.9203, -5.687,-4.142, -2.4171,-3.5633, -5.8308, -0.658,-2.648,-2.213,-2.2069,-3.405, -7.04, -8.176, -5.78,-4.0635, -1.803,-5.115, -4.975,-3.021,-5.289,-2.410, -2.736, -2.911, -6.0149,-5.338,-4.777, -9.3594, -6.87, -7.98, -3.082, -6.0911,-6.237, -4.646, -5.345, -3.16, -2.9627,-2.067,-1.060, -0.221, -2.93, -1.576,-2.907,-2.30,-4.8e+00, 2.37,-1.563,-1.410, -2.67, -1.366, -1.504, -9.166, -3.8446, -0.550, -5.51, -4.185, -0.7421, 0.6832, -5.893, -5.330, -8.596, -9.370, -7.989,-4.936, -3.283, -6.263, -3.982,-1.754, 0.2895,-3.404, -0.120,-4.662, -1.505,-10.237, -2.216, -6.19, -7.807, -8.270, -5.736
 -5.314, -4.8527,-2.047,-2.547, -1.794, -2.062, 1.5798,-2.209,  0.973,  1.082, -6.766,-3.991,-1.014,-7.5638, 0.307,-1.058, 1.1825, 1.704,  1.0913, -3.361,-3.761, -0.7745,-1.4255, -5.5449, -2.628, 0.273,-4.473,-3.5017,-3.208, -4.81, -7.033, -4.21,-2.2118, -0.250,-5.252, -3.751, 0.860,-3.279,-1.742, -2.117, -5.234, -4.1836,-4.669,-6.218, -6.8789, -3.51, -6.16, -1.036, -5.6209,-6.017, -2.304, -3.204, -3.03,  0.7909, 0.606,-0.632,  1.366,  0.87, -0.782,-2.986,-1.69,-1.8e+00, 1.03,-0.278, 0.808,  0.28,  0.876, -1.369, -6.419, -2.4394,  0.811, -3.95, -4.067,  2.3900,-0.4370, -5.508, -4.201, -6.839, -7.677, -6.079,-6.128, -3.818, -6.677, -2.581,-1.745, 1.3160, 0.084,  1.547,-4.494, -3.911, -7.146, -1.970, -7.35, -4.577, -5.771, -3.028
 -4.979, -4.5590,-1.383,-1.720, -1.675, -1.436, 2.0453,-0.599,  3.073,  2.492, -4.262,-3.367, 0.213,-6.6385,-0.028, 0.560, 3.0543, 1.970,  1.3243, -2.120,-3.742,  0.2663,-0.4786, -5.4531, -2.825, 0.446,-4.418,-3.9939,-2.776, -3.33, -6.064, -2.36,-0.2928,  1.649,-3.265, -2.934, 4.463,-0.847,-1.482, -2.265, -6.064, -1.7879,-3.079,-7.873, -4.6748, -2.09, -4.72, -0.149, -5.0037,-5.197, -0.948, -1.917, -3.10,  2.2193, 1.760,-0.066,  2.837,  2.27,  3.062,-2.282,-0.69, 1.1e+00, 0.23, 1.381, 1.619,  1.74,  1.622, -1.391, -3.689, -1.2901,  1.577, -3.90, -2.323,  1.7128,-0.4670, -4.492, -3.090, -5.698, -6.935, -3.102,-5.479, -2.326, -5.390, -2.040,-1.332, 2.6511, 2.415,  1.074,-4.023, -5.894, -4.558, -1.455, -6.21, -2.372, -4.021, -0.587
 -6.488, -2.1164,-3.529,-2.784, -2.585, -1.094, 0.9441, 0.965,  2.832,  3.435, -3.413,-3.180,-0.077,-3.4563, 0.243, 0.649, 2.2720, 1.925,  0.1053, -3.176,-4.649, -0.5559,-1.3229, -5.5298, -0.263,-1.396, 0.067,-2.5888,-2.376, -4.83, -6.763, -1.16, 0.9817,  2.144, 0.889, -2.531, 5.553, 0.481,-1.905, -3.802, -1.555,  1.7895,-0.880,-7.932, -1.2777, -3.46, -3.48, -1.422, -5.1479,-2.252, -1.863, -2.186, -3.96,  0.3539, 0.896, 0.872,  3.276, -1.38,  5.702,-1.456,-0.57, 1.2e+00, 1.46, 2.858, 1.322,  1.10,  1.128,  0.091, -4.033, -0.7870,  0.879, -3.99, -0.590, -1.7380, 2.3234, -2.695, -1.609, -6.061, -8.284, -0.523,-1.942,  1.693, -0.748, -1.804, 0.448, 4.3029, 2.365, -2.640,-3.544, -4.335, -3.957, -0.785, -1.76, -2.353, -2.001, -0.682
 -6.227,  1.8084,-3.925,-2.664, -2.308,  0.068, 1.2951, 1.877,  3.173,  4.456, -2.467,-2.815,-0.363,-1.2959, 0.050, 0.430, 2.3015, 2.897,  0.5423, -2.783,-4.592, -1.2349,-1.3639, -3.3952,  2.227, 0.048, 3.352, 0.4993, 0.347, -4.31, -5.845,  0.79, 1.7958,  2.454, 3.311, -1.187, 5.189, 1.071,-2.154, -4.526,  5.524,  5.5116, 1.032,-5.042,  3.6397, -2.95, -1.31, -1.297, -3.8616, 1.425, -1.325, -1.018, -3.03,  0.0646, 0.927, 1.360,  3.967, -3.99,  5.530,-1.065,-1.22, 9.2e-01, 2.21, 4.610, 1.844,  1.34,  2.342,  2.627, -4.093, -0.0058,  0.098, -0.95,  1.212, -1.0131, 4.1824,  0.160,  1.382, -3.770, -6.770,  1.795, 1.572,  4.322,  3.054, -0.664, 2.121, 5.4755, 2.040, -3.871,-0.930, -1.102, -2.372,  1.064,  3.36, -1.934,  1.821, -0.039
 -3.152,  5.0597,-0.818,-0.942, -0.324,  1.908, 2.7961, 0.862,  4.382,  4.199, -1.522,-2.603, 0.397,-1.0426,-1.403,-0.129, 3.4281, 3.580,  2.9994,  0.107,-3.000, -1.4377,-0.0013,  1.6201,  1.436, 5.521, 1.006, 3.5542, 5.155, -0.75, -3.277,  4.13, 1.9970,  3.925, 2.625,  1.493, 3.927, 1.082,-2.049, -3.397, 11.359,  5.7670, 0.745,-0.561,  6.8698, -0.46,  1.05,  1.210, -0.9403, 3.275,  1.708,  1.285,  1.03,  2.1356, 1.472, 0.204,  4.308, -2.33,  2.892,-1.569,-1.96, 1.4e+00, 0.41, 6.195, 1.992,  2.84,  5.171,  4.213, -2.445,  0.4716,  0.008,  4.72,  2.491,  3.8410, 1.6888,  2.294,  4.314,  0.556, -1.945,  3.485, 2.832,  3.144,  2.152,  1.200, 2.215, 5.4320, 1.762, -0.249, 3.526,  0.434, -0.569,  2.846,  4.65, -1.765,  5.359,  2.745
 -0.958,  4.7481, 1.548, 0.058,  1.318,  2.829, 2.9562,-0.855,  4.460,  2.545, -3.030,-2.716, 0.819,-0.8797,-2.411,-0.620, 3.6891, 3.008,  3.8862,  1.958,-1.755, -1.4936, 0.7724,  4.4331, -1.189, 8.264,-2.794, 4.2795, 6.831,  1.23, -1.718,  6.01, 2.0836,  4.407, 1.765,  3.043, 2.434, 0.627,-2.137, -2.499, 12.635,  4.7623, 0.348, 0.550,  5.4901, -1.42,  2.16,  2.517,  1.1115, 3.180,  3.699,  2.695,  3.87,  4.0328, 1.752,-0.960,  4.728, -1.51,  0.284,-1.998,-2.17, 2.1e+00,-2.03, 6.457, 1.425,  3.88,  6.244,  4.265, -1.262,  0.5016,  0.322,  7.52,  2.410,  6.2971,-1.5365,  2.664,  5.445,  2.303,  1.094,  3.990, 2.637,  1.042, -0.310,  2.353, 1.240, 4.4884, 1.418,  2.378, 5.864,  0.197,  0.337,  3.337,  4.76, -1.944,  6.422,  4.421
 -0.748,  1.5680, 1.349, 0.549,  1.731,  2.869, 1.8598,-1.540,  3.195,  0.794, -7.236,-2.780, 0.158,-0.8958,-2.000,-0.476, 3.2260, 2.147,  2.7238,  1.842,-1.736, -0.7592, 0.4539,  2.2849, -2.607, 6.767,-3.987, 2.6187, 4.123,  0.38, -0.969,  4.38, 2.4770,  3.028, 1.932,  1.632, 1.568, 0.366,-2.079, -2.743,  8.635,  6.0557, 2.473,-1.877,  1.4078, -5.73,  1.02,  1.366,  1.7630, 2.465,  4.017,  3.561,  3.48,  5.8830, 2.951,-0.024,  6.397, -4.04,  0.283,-1.511,-1.85, 2.6e+00,-2.49, 5.399, 1.418,  4.16,  5.921,  3.529, -1.181,  1.1244,  0.859,  5.56,  1.928,  6.1141,-1.9146,  2.550,  5.887,  1.054,  1.459,  3.325, 2.167,  0.239, -1.873,  1.445, 0.419, 3.2890, 1.473,  1.707, 4.752, -0.076,  2.020,  4.613,  8.79, -0.167,  5.781,  3.518
