ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10,ROI_11,ROI_12,ROI_13,ROI_14,ROI_15,ROI_16,ROI_17,ROI_18,ROI_19,ROI_20,ROI_21,ROI_22,ROI_23,ROI_24,ROI_25,ROI_26,ROI_27,ROI_28,ROI_29,ROI_30,ROI_31,ROI_32,ROI_33,ROI_34,ROI_35,ROI_36,ROI_37,ROI_38,ROI_39,ROI_40,ROI_41,ROI_42,ROI_43,ROI_44,ROI_45,ROI_46,ROI_47,ROI_48,ROI_49,ROI_50,ROI_51,ROI_52,ROI_53,ROI_54,ROI_55,ROI_56,ROI_57,ROI_58,ROI_59,ROI_60,ROI_61,ROI_62,ROI_63,ROI_64,ROI_65,ROI_66,ROI_67,ROI_68,ROI_69,ROI_70,ROI_71,ROI_72,ROI_73,ROI_74,ROI_75,ROI_76,ROI_77,ROI_78,ROI_79,ROI_80,ROI_81,ROI_82,ROI_83,ROI_84,ROI_85,ROI_86,ROI_87,ROI_88,ROI_89,ROI_90,ROI_91,ROI_92,ROI_93,ROI_94,ROI_95,ROI_96
-1.4912, -0.5995,-2.286,-2.80875,-0.6315,-3.410,-2.303, 5.629, 5.029, 0.8071, 6.77153,-0.466,-0.6280, 2.215,-1.30212,-3.59623,-3.426,-3.6e+00,-0.716,-5.532,-5.3697,-4.671,-1.289,-2.522,-3.304,-1.1688, 2.673,-2.493,-5.21,-5.021,-6.4653,-2.27846,-2.825, 5.548, 1.314,-1.70, 1.921, 1.257,-4.2423, -2.475, 0.740,-5.0444,-4.595, 14.3229, -1.051, 0.129,  1.87,-1.166,-2.008, 0.2407,-3.0260,-1.999,-2.3823,-3.4890,-2.945, 5.519,  5.457,-2.438, 1.3696, 1.424, 0.9734, -0.1861, 2.206, 1.1675,-2.32738,-2.066,-2.160,-3.436, -6.2052,-3.687,-0.4692,-1.236,-3.942,-1.767, 1.5553,-4.992,-4.0788,-5.80, -6.296, -3.870, 0.0779, 8.618, -3.151,-2.36,  7.459, 1.242,-0.71,-1.380, -8.95,-7.65921,-4.928,  5.383, 4.1744,-1.2801, -0.862,-1.07962
-0.9520,  2.0100,-0.037,-2.43975,-2.4710,-2.737,-0.075,-0.800, 0.157,-1.0787,-1.25273,-3.246,-2.4465,-0.155,-2.39663,-4.24722,-0.529, 4.6e-06, 1.050,-1.912,-4.1373,-2.905,-1.597, 0.663,-3.026, 2.3063,-0.863, 0.491, 1.31,-3.659,-2.6900,-0.43421,-1.296,-1.082,-1.487, 0.58,-4.989,-1.138, 0.9089, -0.986, 0.851, 0.4641, 0.395,  5.6592,  0.947,-0.322, -1.47, 0.177, 0.515, 2.2351, 0.0058, 1.021, 8.7510, 3.1061, 0.486,-4.064,-10.886,-1.704,-6.4849, 0.409, 1.7590, -7.8574,-0.348, 0.1235, 0.82023,-2.004, 1.495, 1.250, -0.8040,-3.414,-1.2039, 1.541,-0.788, 2.206, 3.1972,-0.489,-0.7884, 0.18, -2.405, -1.097, 3.6386,-0.069, -1.152,-0.57,  3.483,-0.821,-0.67,-0.879,  7.08, 3.36220,-1.508, -4.160,-0.1614,-2.2583,  3.053,-1.92759
 0.2446, -0.2855, 1.055,-0.63819,-2.6282,-1.406, 0.498,-0.988,-0.743, 0.0746,-0.25135,-0.885,-0.0085, 0.852,-1.57380,-1.15508, 0.199, 6.7e-01, 3.700, 0.410,-1.6466,-0.176, 0.451, 1.137,-1.924, 2.3586,-0.581, 2.561, 2.69,-1.042, 1.3691, 1.64484,-2.092,-1.979,-4.422, 1.55,-6.526,-0.348, 1.5262,  2.124,-0.142,-0.4711, 0.824,  5.2312, -1.100,-1.101,  1.24, 0.499, 2.153, 2.5751, 1.2556, 2.686, 9.0836, 3.8486, 0.114,-4.842, -9.525,-0.846,-5.7484, 1.188, 1.9250, -8.8363,-0.362, 1.9150, 0.55474,-0.816, 1.970, 3.936,  3.4035,-0.678,-1.2344, 3.595, 0.534, 0.623, 2.3370, 1.709, 0.2717, 2.77,  0.924,  2.504, 3.5516,-2.574, -7.688, 0.88,  0.792,-1.168,-0.58, 0.266,  7.47, 1.44261,-2.376, -4.850,-3.1581, 0.6661,  4.934,-1.52910
 1.7606,  0.1824, 1.074, 1.38092, 1.7493, 1.996,-0.898, 0.981,-1.621, 0.8365,-0.06522, 0.957, 0.7292, 0.496,-0.08216,-0.60250,-0.849,-7.3e-01, 2.321, 1.562, 1.2071,-0.006,-0.414,-0.210, 1.740,-1.8187, 1.150, 0.516, 0.12,-0.142, 2.3285,-3.34533, 0.069,-1.575,-0.091,-0.85,-3.471, 0.018,-1.4673,  0.014,-1.867,-1.8731,-0.445,  1.9137, -1.274,-1.422, -0.36,-2.683, 2.299, 1.6902, 0.9633, 1.704, 5.5195, 2.4783,-1.228,-1.177, -5.990, 1.014,-3.9415, 1.856, 1.1544, -4.0256, 0.494, 0.5646,-0.57998,-1.242, 1.552, 4.229,  3.4585, 0.074,-2.2758,-0.213, 2.781,-1.659, 1.5688, 0.769,-0.6564, 1.12,  1.229, -1.378, 1.6963,-1.010,  2.757,-0.74,  1.154,-0.155,-1.31, 0.065,  6.59, 0.49041,-1.483, -2.175, 0.0191, 2.0383, -0.691,-3.98754
 1.8328,  0.0611, 0.191, 1.54915, 3.8074, 2.687,-2.503, 2.082,-1.268, 1.1023, 0.24694, 1.432, 0.2076, 0.741, 1.09535,-0.77358,-2.195,-2.6e+00,-0.033, 0.698, 2.0034,-1.077,-1.450,-1.669, 2.791,-5.2201, 1.752,-1.936,-2.34,-1.565, 0.0527,-6.74499, 1.300,-0.590, 4.139,-2.79,-1.409, 0.136,-3.3680, -2.458,-3.152,-2.8126,-2.434,  1.1813, -0.194,-0.708, -2.53,-4.717, 1.209, 0.2166,-0.0566, 0.010, 1.1273,-0.2592,-2.405, 0.966, -3.373, 1.160,-3.3883, 1.123, 0.1269,  0.7023, 0.682,-0.5689,-1.66466,-2.135, 0.420, 1.976,  0.8981,-1.101,-3.0097,-4.403, 2.141,-3.361, 1.4480,-1.185,-1.8473,-2.28, -1.632, -6.210, 0.0747, 1.147, 12.108,-2.66,  2.617, 0.156,-1.68,-0.647,  3.10,-0.31653,-2.043, -0.804, 2.7478, 0.9172, -5.498,-5.64645
 0.6073, -2.2510,-0.600, 0.46437, 0.6626, 0.370,-2.324, 1.781, 1.857, 0.6598, 2.85008, 0.827, 0.0619, 1.004, 0.73268,-0.73825,-2.053,-3.0e+00,-0.646,-1.955,-0.8466,-3.146,-1.082,-1.562,-2.020,-2.8645,-0.965,-1.770,-2.41,-4.071,-3.8015,-4.82000,-0.636, 0.018, 1.187,-2.47,-5.237,-0.297,-3.1597, -2.398,-3.676,-3.8148,-5.024,  7.7229,  0.773, 1.782, -3.12,-2.747,-0.127,-1.0096,-0.2954,-0.742,-1.6760,-3.0347,-2.003,-0.317, -2.934,-1.300,-4.3186,-1.184,-0.2999,  2.1600, 0.435, 0.1104,-1.88544,-1.691,-1.416,-2.359, -3.2167,-4.446,-2.8415,-4.104,-4.069,-2.030,-0.4731,-2.595,-1.9576,-5.02, -6.368, -9.190, 0.3279,-0.439,  4.760,-3.55,  0.913,-1.452,-0.83,-2.018, -5.09,-2.33089,-4.520, -1.906, 0.0447,-3.7708, -5.144,-4.65661
-0.2563, -3.7022,-0.536, 0.00011,-1.4706,-0.755,-0.639, 2.002, 4.304,-0.0796, 4.54635, 0.371, 0.8054, 1.558,-0.04533,-0.73956,-0.376,-9.3e-01, 0.787,-2.590,-2.7990,-2.556, 0.652,-0.343,-4.268, 0.8548,-2.477, 0.068,-0.90,-3.935,-4.2234, 0.47418,-1.995, 1.456,-0.602, 0.18,-6.602, 0.570,-1.2221,  0.018,-2.449,-3.2239,-6.260, 12.1834,  0.645, 3.168, -2.87, 0.817,-0.541,-1.0237, 0.3220,-0.717,-0.5213,-2.2352,-0.342,-1.353, -2.819,-2.814,-4.2976,-2.022, 0.1796,  2.6187,-0.262, 1.4234,-0.79119, 0.392,-0.639,-3.637, -4.3707,-4.076,-1.2894,-0.549,-6.574,-0.059,-2.6762,-2.123,-0.9917,-5.00, -6.761, -5.223, 0.4084,-1.290, -2.157,-1.66, -0.416,-1.827, 0.93,-1.360, -8.19,-3.22321,-3.874, -2.025,-1.8228,-5.8127, -1.304,-1.59278
-0.8176, -4.2744, 0.066,-0.50682, 0.8064,-1.280, 0.631, 3.060, 3.225,-1.3914, 4.43273, 0.588, 1.5902, 3.112,-0.26884,-1.19619, 0.780, 1.6e+00, 2.688,-0.880,-2.3823, 1.107, 2.594, 0.127, 1.010, 1.2747, 2.770, 2.013, 1.47,-1.260,-1.2856, 5.98113,-0.190, 2.910, 3.884, 3.39,-0.269, 3.801, 1.4927,  2.665,-0.491,-1.3821,-6.548,  7.5041, -0.941, 2.189, -3.30, 3.335,-0.722,-1.1992, 0.6272,-0.493, 3.5314, 1.9557, 0.703,-0.570, -0.339,-2.533,-2.5689, 0.339, 1.5415,  3.5335,-2.129, 2.7650, 0.37558, 2.046, 3.221,-0.723, -1.4416, 0.888, 1.0478, 2.243, 0.459,-0.862, 0.2640, 0.338, 0.9647,-2.22, -1.938,  5.682,-0.6253, 2.848,  1.668, 2.66,  3.735,-0.021, 1.85, 1.743, -0.42,-2.51640,-0.426, -1.692, 0.7253,-2.6671,  1.626, 1.84051
-1.4530, -3.1765, 0.212,-1.24866, 2.8211,-2.047, 0.273, 3.540, 1.189,-1.8794, 4.30995, 1.141, 1.5716, 3.433, 0.21716,-1.06621, 0.153, 1.3e+00, 3.223, 0.564,-1.6440, 1.910, 2.172,-1.121, 4.715, 0.0024, 6.506, 2.157, 2.33, 0.677, 0.4070, 4.97875, 1.391, 2.648, 5.118, 1.74, 3.963, 4.871, 1.3619,  0.981,-1.629,-0.4579,-5.575,  3.2261, -0.918, 1.793, -3.51, 2.460,-1.586,-0.7453, 0.0795,-0.559, 3.7159, 2.9314, 0.088, 0.570,  3.514,-2.063,-0.9881, 2.412, 1.9655,  3.1946,-2.798, 2.5144,-0.21746, 1.173, 4.400, 1.187,  0.7178, 1.951, 1.1292, 1.064, 5.976,-2.284, 3.4849, 1.064, 2.0104, 0.19,  1.369,  8.615,-0.5710, 6.432,  4.373, 2.19,  5.227, 0.686, 0.63, 1.190,  3.94,-1.54936, 1.515,  0.633, 4.1671, 1.0853, -0.547, 1.83126
-1.5085,  1.2146, 0.131,-0.76987, 1.9286,-0.728,-0.281, 2.020,-1.578,-1.5219, 2.24970, 1.353, 1.1346, 1.971, 1.29825, 0.67433,-0.651,-1.4e+00, 3.129, 1.978, 0.0950,-1.079,-0.246,-2.780, 2.819, 0.2638, 2.584, 1.026, 1.66, 2.664, 0.3222,-2.25683, 0.063, 0.364,-0.104,-3.58, 0.817, 2.256,-1.1512, -4.248,-5.721, 0.0146,-2.745,  4.5179,  1.759, 1.833, -2.53,-1.343,-2.149, 1.3420,-0.4118,-0.658,-1.0561, 0.3248,-0.523, 0.441,  3.397,-2.154,-0.6454, 1.757, 0.3049,  0.9335,-0.793, 0.7358,-1.30813,-1.088, 1.547, 0.580,  0.3872,-2.438,-0.8863,-2.231, 5.336,-0.928, 2.2330,-0.730, 1.7127, 1.39,  1.022, -1.241, 0.8877, 4.687,  2.532,-3.84, -3.807,-0.815,-1.39,-3.879,  0.37, 0.87477, 2.151,  4.000, 5.1937, 3.0641, -4.437,-1.49091
