ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10,ROI_11,ROI_12,ROI_13,ROI_14,ROI_15,ROI_16,ROI_17,ROI_18,ROI_19,ROI_20,ROI_21,ROI_22,ROI_23,ROI_24,ROI_25,ROI_26,ROI_27,ROI_28,ROI_29,ROI_30,ROI_31,ROI_32,ROI_33,ROI_34,ROI_35,ROI_36,ROI_37,ROI_38,ROI_39,ROI_40,ROI_41,ROI_42,ROI_43,ROI_44,ROI_45,ROI_46,ROI_47,ROI_48,ROI_49,ROI_50,ROI_51,ROI_52,ROI_53,ROI_54,ROI_55,ROI_56,ROI_57,ROI_58,ROI_59,ROI_60,ROI_61,ROI_62,ROI_63,ROI_64,ROI_65,ROI_66,ROI_67,ROI_68,ROI_69,ROI_70,ROI_71,ROI_72,ROI_73,ROI_74,ROI_75,ROI_76,ROI_77,ROI_78,ROI_79,ROI_80,ROI_81,ROI_82,ROI_83,ROI_84,ROI_85,ROI_86,ROI_87,ROI_88,ROI_89,ROI_90,ROI_91,ROI_92,ROI_93,ROI_94,ROI_95,ROI_96
 4.1724,  0.090, 3.20897, 3.3276, 2.712, 3.6298, 0.3311,-1.042,-1.4271,-0.105,  3.464, 1.559,-1.193, 0.8366,-0.7479,-1.793, 0.1251, 0.985, 1.295, 0.140, 4.525, 1.034,-1.4177, -1.7076, 3.4573, 0.1136, 2.084, 5.230, 2.1417, 4.332, 1.111, -1.720, 3.056,-0.967,-5.659, -3.422, 0.186,-1.518,-2.026,-2.0517, 3.5666,-0.4102,  2.192, -0.2042, 0.52,  0.957, -6.227, 0.028, 2.068,-1.412, 1.733, 0.7655, 2.424, 0.451,-0.219,-1.888,-2.351,-1.9876,-3.221,-2.847,-2.5266,-2.325,-0.629,-2.292, 0.721, 0.646, 0.573, 0.237, 0.5431, 0.3139,-1.9261, -0.331, 3.433,-0.1869,-0.1946, 2.332, 1.458, 2.763, 0.3072, -7.288, 0.167,-0.51847,-2.500,-3.848,-0.558,-0.5546,-4.536, -3.500,-2.0817, -0.106,-0.517,-4.844,-4.293,-4.827, -0.878,-0.9732
 0.0249, -3.121,-1.24341,-2.9705,-1.476,-1.5978,-0.7232, 2.732,-0.4316, 2.370,  2.396, 0.881,-2.807,-1.1478,-0.6528,-1.175, 0.6498,-0.628,-2.192,-3.123,-1.653, 0.209,-1.0988, -0.5976, 1.3766,-1.8565,-0.086,-0.250,-1.4829,-1.974,-3.030,  1.238, 0.786, 0.047,-1.201, -1.173, 1.663,-0.292,-1.659,-3.1283,-4.6781,-0.2338,  0.781, -1.2186,-1.76, -0.676, -2.126,-0.279,-0.622,-1.272,-1.681,-2.0916,-0.700,-2.511,-1.245, 0.635, 0.315,-0.9041,-1.743,-2.109,-2.1394,-0.141,-0.366,-2.107, 0.160,-0.199,-2.031,-3.207,-2.4711,-0.6546,-1.0720, -1.644,-0.164,-2.6694,-0.4896,-1.177,-2.948,-2.553,-2.5518,  1.617,-1.255,-2.90403,-1.445,-2.300,-0.067,-0.9611,-0.323, -2.883,-3.2623,  0.878, 0.646,-2.397,-1.149,-3.083,  0.845,-1.7310
-0.4313, -3.449,-1.20387,-2.3432,-1.184,-1.5081, 0.1642, 2.578, 0.9528, 1.849,  2.764, 0.681,-0.956,-1.8177,-0.2239,-0.025, 0.8741, 0.180,-0.859,-2.184,-1.818, 2.080, 1.1158,  1.8203, 1.1791,-0.3496,-1.931,-0.876,-1.4720,-1.547,-0.883,  4.190,-0.284, 0.348,-0.879,  1.198, 1.037, 0.922, 0.679,-1.5195,-4.5971,-0.4983,  1.767,  2.0361,-0.47,  1.712,  1.099, 0.967,-0.401,-1.596,-0.872,-1.4194,-0.721,-1.367,-0.553, 0.957, 0.373,-0.9025,-1.059,-1.459,-0.8280,-0.107,-0.349,-1.028, 0.094, 0.492,-1.368,-2.074,-2.0687, 1.0778, 0.2089,  1.281, 0.434,-0.8264,-1.6523,-1.004,-2.018,-1.561, 0.1431,  4.746,-1.192,-2.63563,-1.675,-0.782, 1.029,-0.5242, 0.605, -1.043,-3.5570,  0.370,-0.264,-0.895,-1.318,-1.204,  4.186,-1.8963
-0.8914, -3.037,-1.54131,-1.9597,-0.673,-2.0737,-0.2580, 1.308, 1.4009, 1.572,  3.689, 1.179, 0.173,-0.9971, 0.6193, 2.679, 0.6104, 0.913,-0.537,-2.033,-1.869, 4.329, 3.3955,  4.4715, 0.2055,-0.8914,-0.697,-2.152,-3.2701,-1.479, 0.615,  5.397,-1.064, 1.478,-0.307,  4.431, 1.336, 1.919, 4.406, 0.9468,-3.6928, 1.7293,  1.287,  2.1417,-0.04,  2.019,  6.055, 2.006,-0.719,-1.089,-0.855,-1.3559,-1.382,-0.346,-0.592, 0.409, 1.010,-0.3657, 0.172,-0.582,-0.4381,-0.337,-0.035, 1.301, 0.251, 1.087,-1.000,-1.361,-2.3117, 3.1456, 1.4641,  3.703,-0.616,-0.8486, 0.5797,-2.263,-3.105,-1.570, 1.7586,  6.019,-1.129,-0.71334,-0.578, 1.870, 1.367,-0.5470, 2.020,  1.769,-3.7497,  0.087,-0.498,-0.854,-1.319,-1.089,  7.524, 1.5597
-1.1951, -3.950,-1.95863,-1.8494,-0.461,-3.5645,-1.2809, 0.571, 0.1145, 0.927,  3.740, 1.460, 0.155,-0.2352, 0.9009, 3.921,-0.3104, 1.121,-1.581,-2.574,-2.562, 4.651, 3.7010,  4.5402,-0.7387,-2.2071, 0.150,-3.274,-5.2885,-2.059, 0.394,  4.820,-1.790, 3.103, 0.538,  4.766, 1.759, 1.942, 5.126, 0.6737,-4.7076, 0.9104, -2.145,  0.7788,-1.20,  0.636,  8.051, 1.583,-1.163,-1.335,-1.190,-1.6981,-2.015,-0.961,-1.469,-0.169, 0.529,-0.5961, 0.168,-0.847,-0.7355,-0.789, 0.063, 1.822,-0.284, 0.841,-1.680,-1.842,-2.8528, 3.3292, 1.4831,  3.851,-1.497,-2.0216, 2.1212,-3.590,-4.541,-2.319, 1.1732,  6.392,-1.422, 2.02458, 0.147, 2.729, 1.572,-0.7978, 2.300,  1.989,-4.4218, -1.315,-1.764,-2.036,-1.961,-3.042,  7.615, 2.5996
-1.2771, -4.522,-2.47998,-1.8402, 0.031,-4.3583,-2.1090, 1.602,-0.9068, 0.856,  2.945, 1.200, 0.070, 0.1780, 0.4946, 3.012,-1.7577, 0.786,-3.117,-2.618,-2.825, 3.470, 2.5508,  2.7866,-0.7555,-2.7243, 0.425,-3.719,-5.9956,-2.165,-0.606,  4.143,-1.099, 3.917, 1.802,  1.721, 2.647, 1.164, 1.416,-2.4465,-6.4669,-2.3268, -6.378,  0.2251,-2.31, -1.842,  5.932, 0.617,-1.575,-0.388,-2.012,-2.0359,-1.544,-1.578,-2.267,-0.060, 0.674,-0.3517,-1.212,-2.126,-0.6219,-0.809,-0.367,-0.144,-1.445, 0.091,-2.892,-2.519,-2.8327, 1.7801, 0.6041,  2.599,-1.346,-3.1592, 1.4916,-4.690,-5.109,-2.697,-0.4416,  5.541,-1.217, 1.09788,-0.429, 1.517, 2.448,-0.7434, 1.144, -1.323,-3.5437, -1.674,-1.519,-1.755,-2.293,-4.805,  5.315,-0.4927
-0.7209, -3.565,-2.24332,-1.1508, 1.007,-3.3430,-1.8928, 2.612,-0.7035, 1.257,  2.644, 1.129, 0.875, 0.2291, 0.6452, 2.395,-2.1110, 1.164,-2.987,-1.124,-1.720, 2.720, 2.1847,  1.1193,-0.4847,-1.9556, 0.884,-2.833,-5.3469,-1.857,-1.019,  3.212, 0.289, 3.291, 2.529, -0.466, 2.526, 1.084,-1.204,-4.0932,-6.1653,-3.2433, -6.842,  1.2326,-1.96, -2.709,  2.930,-0.088,-1.331, 1.388,-2.076,-1.3087,-0.469,-0.296,-1.978, 0.343, 1.343, 0.2640,-2.365,-2.331, 0.3791,-1.053,-0.651,-1.059,-1.761, 0.221,-3.066,-1.789,-1.8771, 0.9870, 0.4262,  1.055,-1.612,-3.1266, 0.6115,-4.632,-4.953,-2.476,-0.8757,  3.847,-0.560,-0.93375,-0.989, 0.294, 2.150,-0.6667,-0.041, -3.313,-1.1676, -0.501, 0.254,-0.800,-1.876,-5.025,  2.841,-3.0201
 0.3509, -2.984,-1.09829, 0.1918, 1.344,-0.9423,-0.7479, 2.078,-0.5104, 0.997,  2.606, 1.344, 2.140,-0.4855, 1.5602, 2.912,-0.9345, 2.599,-1.129, 1.676,-0.142, 2.590, 3.0740, -0.8304,-1.2907,-0.5367, 0.600,-0.789,-3.7577,-2.122,-1.283,  0.946, 0.127, 1.627, 2.984,  0.062,-1.437, 2.206, 0.134,-2.4861,-3.0956,-2.5965, -4.466,  2.9925,-1.25, -0.226, -0.686,-1.015,-0.444, 1.570,-0.633, 0.3944,-0.022, 1.593,-0.892, 0.381, 0.681,-0.4353,-3.546,-1.544, 1.7294,-2.256,-0.470, 0.115,-1.024, 1.549,-1.939, 0.163,-0.5325, 1.2837, 1.3073, -1.216,-3.252,-2.0080,-0.3065,-3.246,-4.265,-2.255,-0.4839,  2.576,-0.796, 1.02830,-0.588,-0.133,-0.032,-0.8474,-0.270, -1.575, 0.8208,  0.154, 0.375,-1.745,-2.067,-5.631, -0.812,-3.5564
 1.1511, -1.997,-0.49316, 0.9867, 1.073, 0.9472,-0.0677, 1.142, 0.0839, 0.558,  1.246, 0.567, 2.418,-0.9110, 1.7445, 3.036,-0.0399, 2.949, 0.324, 3.028, 0.460, 1.808, 3.0446, -1.4336,-2.5146, 0.3396, 0.363, 0.426,-1.5971,-2.053,-1.162, -0.680,-0.403, 0.261, 3.291,  1.679,-4.719, 2.748, 2.365,-0.1551, 0.7593,-1.4832, -2.140,  2.8283,-1.23,  0.453, -2.635,-1.742, 0.517, 1.740, 0.369, 1.5121, 0.216, 2.628, 0.176, 0.245, 0.126,-0.8460,-3.665,-1.210, 2.2853,-2.632,-0.242, 1.110,-0.373, 2.105,-0.306, 1.687, 0.2402, 1.0172, 1.5524, -1.959,-4.258,-0.7231,-0.7092,-1.741,-2.426,-1.678,-0.2147,  1.053,-1.043, 3.61975, 0.189, 0.358,-1.264,-0.6161, 0.682,  0.750, 2.5033,  0.947, 0.438,-1.972,-1.368,-5.058, -2.643,-3.1260
 1.4322,  0.549,-0.83273, 0.7519, 0.951, 1.7873,-0.1083,-0.588, 2.0628, 0.102, -2.813,-2.002, 0.525,-0.0126, 0.2785, 1.120, 0.1901, 1.186, 1.176, 1.493,-0.099,-0.867, 0.0079,  0.1892,-2.8368, 0.3970,-0.206, 0.095, 0.6916,-0.849,-0.142, -0.735, 0.051,-1.499, 0.782,  1.983,-2.626, 0.566, 2.564, 0.3865, 4.5429, 2.3484,  2.203, -1.9964,-2.65, -5.322, -0.659,-2.012, 1.501, 2.934,-0.080, 1.4940, 1.062, 3.478, 1.248,-0.030, 0.628, 0.6797,-0.851,-0.361, 2.0738,-0.883, 0.036, 1.153, 0.255, 1.058, 1.917, 2.831, 0.6541,-0.4042, 0.3595,  0.086,-3.501, 0.7416,-0.5469,-0.149, 0.884,-0.269, 0.2408, -2.332,-0.049, 2.37743,-0.156, 1.121,-0.388, 0.2468, 1.669,  1.333, 4.7185,  2.683, 2.762, 0.657, 1.057, 0.375, -0.051,-1.3079
