ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10,ROI_11,ROI_12,ROI_13,ROI_14,ROI_15,ROI_16,ROI_17,ROI_18,ROI_19,ROI_20,ROI_21,ROI_22,ROI_23,ROI_24,ROI_25,ROI_26,ROI_27,ROI_28,ROI_29,ROI_30,ROI_31,ROI_32,ROI_33,ROI_34,ROI_35,ROI_36,ROI_37,ROI_38,ROI_39,ROI_40,ROI_41,ROI_42,ROI_43,ROI_44,ROI_45,ROI_46,ROI_47,ROI_48,ROI_49,ROI_50,ROI_51,ROI_52,ROI_53,ROI_54,ROI_55,ROI_56,ROI_57,ROI_58,ROI_59,ROI_60,ROI_61,ROI_62,ROI_63,ROI_64,ROI_65,ROI_66,ROI_67,ROI_68,ROI_69,ROI_70,ROI_71,ROI_72,ROI_73,ROI_74,ROI_75,ROI_76,ROI_77,ROI_78,ROI_79,ROI_80,ROI_81,ROI_82,ROI_83,ROI_84,ROI_85,ROI_86,ROI_87,ROI_88,ROI_89,ROI_90,ROI_91,ROI_92,ROI_93,ROI_94,ROI_95,ROI_96
-0.284, 0.076,-0.231, 0.470,-1.0607, 4.49, 1.250,-0.745, 1.29945, 0.572,-2.5108,-1.6906,-0.2839,-1.871, 1.5721, 1.944, 0.1236, 3.0215, 2.9274, 1.681, 1.0421, 3.2502, 3.1795, 4.118, 2.916, 0.477,-0.0510, 1.4100, 0.3766, 2.396, 2.4226, 3.219,-1.744,-3.4043,-2.722, 4.4207,-1.4342,-1.0986, 1.813, 5.184, 2.567, 3.6950, 5.1031,-0.622,-1.7079,-3.752, 4.726, 2.601,-0.0862, 3.2365, 1.373, 1.8358, 3.739, 5.59728, 2.374,-0.7453,-1.027, 1.4743,-0.865, 1.6854,-0.403,-0.6331, 1.0378,-0.28, 1.394, 3.40458, 4.282, 2.396, 1.64047, 2.754, 2.988, 1.272, 1.329, 3.243,-1.980, 1.4413, 0.8426, 1.144, 2.221, 0.0571,-0.8081,-1.659,-0.682,-1.222, 0.1940,-0.455, 0.794, 4.795, 1.8409, 2.1259, 2.670, 1.14259, 2.3088, 1.1269, 2.361, 2.653
 0.264, 1.756,-0.997,-1.024,-0.2724, 1.02, 1.357, 0.042, 1.77534,-1.176, 2.5523,-1.2057,-0.9156, 1.085,-0.6724,-0.101, 0.1989, 0.9175, 3.0564, 0.793,-2.6521,-0.0444,-0.7062, 4.434,-0.581, 0.213, 1.1493,-1.3561, 0.3719, 0.266, 0.8937, 0.555, 0.276, 1.1475, 0.083, 2.4150,-0.6974,-0.3820, 1.332,-0.154, 0.054, 2.6798, 1.2848, 2.029, 2.5213, 0.811, 0.724, 1.145, 1.2447, 2.2384,-0.612,-0.1884, 0.971, 2.51486, 1.320, 1.6679, 0.466, 0.6905, 0.290, 0.1806, 2.556,-0.4847, 0.7658, 1.28, 0.723, 1.25865, 3.781, 2.300, 2.02961,-0.022,-0.120, 2.827, 1.262, 1.553, 2.317,-0.4136, 0.3382, 1.791, 3.400, 2.5554, 2.7948,-0.787, 2.291, 1.422, 0.0725, 1.031, 0.935,-1.475, 2.3593, 2.6217, 2.493, 0.73857, 3.3875, 1.1266, 2.717,-1.225
 0.408, 1.513, 0.051,-0.334,-0.9485, 1.63, 2.435,-0.338, 2.76179,-0.797, 1.6199,-1.4753,-0.3470, 1.699,-0.9936,-0.415, 0.6229, 2.1327, 5.0659, 1.917,-2.6004, 1.1965, 0.3702, 4.716,-2.231, 1.721,-0.3074,-1.3778, 0.3716, 0.876, 2.7670, 1.298,-0.564, 0.0223,-0.735, 3.7146,-0.4272,-0.4357, 1.554, 0.395, 0.293, 3.4084, 0.5050, 2.150, 2.5198, 1.293, 1.064, 2.257, 1.5516, 2.3453,-0.021,-0.2405, 0.768, 2.77064, 2.324, 2.1983, 0.392, 1.3714, 0.363,-0.0454, 2.330, 0.8178, 1.0617, 2.29, 1.700, 1.99861, 4.777, 2.860, 2.36210, 0.610, 1.176, 4.856, 0.806, 3.194, 1.194,-0.1274, 0.8212, 2.694, 4.741, 4.7761, 2.7853,-1.074, 3.285, 3.635, 2.0242, 0.871, 2.380, 0.584, 2.2947, 2.5183, 1.822, 1.23978, 3.8449, 0.7288, 3.519, 0.226
 1.087, 2.420, 0.740, 0.740,-0.2530, 1.45, 2.580,-0.995, 1.89621,-0.892, 0.8854,-1.0485,-0.3234, 1.363,-0.1727, 1.202, 0.2691, 1.8201, 4.2987, 2.815,-0.9087, 2.3682, 0.9063, 3.974,-1.985, 2.090,-0.6393,-0.1985, 0.8327, 1.233, 2.8217, 1.987,-0.068,-0.4599, 0.336, 2.6199, 0.0099, 0.0543, 1.703, 0.331, 2.480, 2.7486, 1.0924, 1.666, 3.7259, 2.210, 0.638, 2.353, 1.9300, 1.9024, 0.486, 0.4775, 1.676, 3.34359, 2.754, 1.6059,-0.520, 1.2957,-0.474, 0.4831, 1.644, 0.7556, 2.2226, 2.78, 1.728, 1.92386, 3.445, 2.459, 2.24957, 1.418, 1.793, 5.475, 0.029, 3.876,-0.754, 0.7210, 0.8196, 2.855, 4.273, 4.9497, 2.3460,-1.269, 1.919, 3.359, 1.9563, 1.142, 2.402, 1.731, 1.8883, 1.4751, 1.195, 2.12632, 4.4110, 3.3922, 3.177, 0.993
 1.396, 2.186, 1.143, 1.525, 0.3189, 0.41, 2.164,-1.493, 0.78562,-1.210, 0.1187,-0.9303,-0.6474, 1.088, 0.1690, 2.055,-0.1313, 0.9490, 2.8427, 3.020, 0.1712, 2.0518, 0.7855, 2.000,-1.861, 1.852,-0.1663, 0.3938, 1.1793, 0.635, 1.7077, 1.404, 0.586,-0.0654, 0.231, 0.2769, 0.7520, 0.0295, 1.478,-0.519, 3.099, 1.2252, 1.1036, 0.377, 2.9839, 1.964,-0.757, 1.993, 1.8953, 1.1855, 0.548, 0.9056, 1.299, 2.84886, 2.569, 1.0357,-1.512, 0.4889,-1.030, 0.8053, 0.732, 0.9270, 2.6594, 2.46, 1.225, 1.29599, 1.494, 1.961, 1.88316, 1.333, 1.786, 4.502,-0.977, 3.425,-1.403, 1.0193, 0.7319, 2.254, 2.700, 3.4630, 2.0518,-1.103,-0.633, 1.916, 1.3035, 1.274, 1.350, 1.768, 1.1141, 0.2209, 0.742, 1.92502, 4.3260, 4.4940, 2.052, 1.195
 0.913, 0.112, 1.231, 1.354, 0.4523,-0.94, 1.342,-1.715, 0.10956,-1.002,-1.0054,-1.0120,-1.0452, 0.812,-0.4187, 0.557,-0.4626, 0.5290, 1.6787, 2.680, 0.0829,-0.0965, 0.0075,-0.899,-2.466, 1.361,-0.5334,-0.4082, 0.7670,-0.941, 0.2398,-0.204, 0.233,-0.7257,-2.874,-2.0146, 0.9397,-0.8746,-0.064,-1.932, 0.831,-0.8636,-0.6340,-1.972,-1.3830,-0.333,-2.615, 1.465, 1.1443, 0.0539, 0.368, 0.9083,-1.212, 0.96695, 1.522, 0.3099,-1.683,-0.5489,-0.957, 0.5411, 0.263, 1.5843, 1.1848, 1.85, 0.492,-0.02410,-0.762, 1.367, 1.75073,-0.066, 0.979, 1.603,-1.384, 2.157,-1.654, 0.3813, 0.7666, 1.361, 1.050, 0.7270, 1.6750,-1.242,-2.507, 0.079, 0.6620, 0.344,-0.679,-0.494, 0.7768,-1.2077,-0.495,-0.23660, 3.1247, 1.9737,-0.179, 0.995
 0.442,-1.213, 1.022, 0.855, 1.2237,-1.09, 0.511,-1.571,-0.61723,-0.517,-1.6807,-0.6124,-1.0841, 0.481,-1.0817,-0.602,-1.0020,-0.1314, 0.2120, 1.904, 0.2445,-1.8193,-0.9611,-3.225,-2.392, 0.864,-1.0709,-0.7796, 0.2362,-1.664,-0.9461,-1.533,-0.311,-1.7987,-4.401,-3.7159, 0.5095,-1.6291,-1.949,-3.235,-0.359,-2.2801,-1.9969,-3.380,-3.8470,-1.494,-3.750, 0.442, 0.5838,-0.8305, 0.017, 0.6834,-2.599,-0.19525, 0.523,-0.3367,-1.266,-0.9329,-1.094, 0.5412, 0.664, 1.8480, 0.0291, 1.35,-0.183,-1.22675,-2.357, 0.791, 2.00076,-1.244,-0.109,-1.186,-1.038, 1.140,-2.094, 0.0794, 0.7278, 0.649,-0.163,-1.3856, 1.2358,-0.900,-2.793,-1.344, 0.2509,-0.622,-2.058,-2.665, 1.1355,-1.3318,-0.958,-2.27061, 2.0729, 0.0466,-2.328, 0.376
 0.408,-0.622, 0.657, 0.615, 2.9719, 0.41,-0.073,-0.792,-1.56786,-0.255,-1.9027,-0.0900,-0.7721, 0.574,-1.5356,-0.399,-1.1524,-1.8041,-1.4057, 0.972, 1.0402,-2.4740,-1.8792,-4.678,-0.830, 0.360,-0.4741, 0.0867, 0.2002,-0.709,-2.0718,-2.706,-0.290,-1.7729,-3.240,-4.8303, 0.3365,-1.7207,-3.125,-3.952, 1.562,-2.0135,-1.4508,-2.023,-1.6906,-0.564,-3.758,-1.347, 0.6789,-0.5063,-0.681,-0.0790,-1.795,-0.07545,-0.030, 0.0245,-0.984,-1.0918,-1.943, 0.4054, 0.922, 1.9401, 0.2088, 0.16,-0.649,-2.01026,-2.596, 0.548, 2.23268,-1.626,-1.478,-3.342,-0.304, 0.141,-1.022, 0.6013, 0.5547, 0.197,-1.301,-2.5466, 1.2677, 0.618,-2.687,-2.442,-0.2780,-1.194,-2.582,-3.516, 1.0964, 0.7644, 0.617,-2.71142, 1.1864,-0.0728,-4.250,-0.972
 0.324, 0.224, 0.453, 0.522, 3.9004, 1.48,-0.374,-0.115,-2.29768,-0.499,-1.6915, 0.3634, 0.2346, 0.223,-1.6642,-0.055,-0.7954,-2.6075,-1.3234, 0.610, 1.2598,-2.6371,-1.9867,-5.178, 0.630,-0.293, 0.3518, 0.5686, 0.3810, 0.466,-2.6473,-3.459,-0.037,-0.6616,-2.433,-4.9418, 0.4788,-1.3447,-3.038,-3.536, 2.319,-1.7474,-0.9338,-0.316, 0.5576, 0.384,-3.307,-2.439, 0.5044, 0.3348,-1.152,-0.9265,-0.567,-0.30647,-0.507, 0.5711,-1.016,-1.6455,-2.010, 0.0684, 0.529, 1.5939, 0.0990,-1.10,-0.983,-1.86254,-1.453, 0.622, 1.87303,-1.538,-2.695,-4.698, 0.727,-1.006, 0.256, 0.7765, 0.2885,-0.057,-1.892,-3.3278, 1.2988, 1.594,-3.157,-3.183,-0.9203,-1.401,-3.087,-3.898, 0.0710, 1.4795, 1.154,-1.69269, 0.1639,-0.4536,-5.113,-2.184
-0.095, 0.547, 0.334, 0.431, 2.8245, 1.27,-0.196,-0.469,-1.97684,-0.971,-0.7320, 0.9173, 1.8649,-1.094,-1.4794, 0.845,-0.6084,-1.4550, 1.0351, 0.591, 0.1751,-1.9779,-0.7762,-3.972, 0.570,-0.852, 0.3652,-0.0124, 0.4597, 1.187,-1.2926,-2.572, 0.202, 0.7410,-1.670,-3.8346,-0.0285,-0.6803,-1.586,-2.513, 0.211,-2.0689,-1.6184,-0.393, 0.4605, 0.629,-2.467,-1.976,-0.2024, 0.7506,-0.815,-1.2152, 0.364,-1.11854,-0.659,-0.0606,-0.886,-1.8586,-0.550, 0.4508, 0.363, 0.2723,-1.1359,-1.27,-1.119, 0.02349, 1.773, 1.365, 0.99147,-0.706,-2.919,-4.038, 1.963,-1.210,-0.227, 0.2447, 0.0982,-0.251,-0.993,-3.2479, 0.4821, 0.892,-3.158,-3.110,-0.5527,-0.875,-2.936,-3.807,-1.3584,-0.8268,-0.455, 0.14926,-0.8977,-1.4744,-3.621,-2.456
