ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10,ROI_11,ROI_12,ROI_13,ROI_14,ROI_15,ROI_16,ROI_17,ROI_18,ROI_19,ROI_20,ROI_21,ROI_22,ROI_23,ROI_24,ROI_25,ROI_26,ROI_27,ROI_28,ROI_29,ROI_30,ROI_31,ROI_32,ROI_33,ROI_34,ROI_35,ROI_36,ROI_37,ROI_38,ROI_39,ROI_40,ROI_41,ROI_42,ROI_43,ROI_44,ROI_45,ROI_46,ROI_47,ROI_48,ROI_49,ROI_50,ROI_51,ROI_52,ROI_53,ROI_54,ROI_55,ROI_56,ROI_57,ROI_58,ROI_59,ROI_60,ROI_61,ROI_62,ROI_63,ROI_64,ROI_65,ROI_66,ROI_67,ROI_68,ROI_69,ROI_70,ROI_71,ROI_72,ROI_73,ROI_74,ROI_75,ROI_76,ROI_77,ROI_78,ROI_79,ROI_80,ROI_81,ROI_82,ROI_83,ROI_84,ROI_85,ROI_86,ROI_87,ROI_88,ROI_89,ROI_90,ROI_91,ROI_92,ROI_93,ROI_94,ROI_95,ROI_96
 -4.5908, -2.805,-1.635, 0.3430,-3.648,-4.322, 0.934, -2.444, -2.34,-1.153,-5.489,-2.382,-2.922,-3.060,-0.590, 0.1879, 2.750, 1.690,-0.661,-4.9759, 0.222, 1.7058, 0.9639,-1.975, -3.0225,-0.021,  1.744, -2.676, -3.5427,-2.843,-1.210, -4.10, -2.339, -0.046, 1.602,-1.2025, -3.516,-0.31977, 1.6192,-1.325,  0.665,  1.473, -0.193, -2.10, -2.9238,-3.971, -2.2271,-0.642, -3.6569, 1.210,-0.787, 0.258,-2.6439,-1.16520, 2.0823,-2.6376,-6.162,  1.9803, -4.6714,  2.566,-2.9466, -0.6853, 1.535,-2.746, 0.788, 0.291,-0.43232,-1.7063,-1.406, 0.773,-3.01,-2.999, 3.270, 0.9914, 1.887, -0.471, -1.720,-2.1283,-1.052, -5.374,  0.6326, -0.7555,-6.796,-0.811,-2.041,-0.775, 0.491,-0.387,-4.6053,-2.856,-2.0686, -4.33, -7.5382,-2.416,  1.153,-5.2129
 -5.8064, -0.972,-4.002,-6.8334,-4.138,-4.788,-4.060, -3.835, -5.62, 2.677,-1.678,-1.764,-4.165,-3.149,-0.742,-3.0980,-6.002,-2.770,-2.719,-0.0115, 0.517,-3.4297,-3.3189,-7.330, -0.0052,-3.467, -1.811, -1.608,  0.4034, 0.311,-2.505, -8.51, -1.717, -1.219,-0.663,-4.5233,  0.077,-1.99390,-3.4477,-1.591, -3.204, -3.468, -5.665, -3.45,  1.6425,-2.085, -9.5415, 1.319, -2.4390,-3.176,-3.761,-5.290,-3.9129,-3.19781,-6.8190,-2.2624,-2.197, -1.2009, -3.8271, -3.865,-0.0060, -0.5723, 1.015,-2.323,-7.056,-4.650,-8.03999,-2.0032,-1.249,-3.601,-4.61,-1.884,-0.016,-4.1206,-2.537, -3.083, -2.081,-0.7038,-1.231, -7.041, -0.7289, -2.1879,-1.784,-5.500, 0.348,-1.598,-4.219,-3.602,-0.8956, 2.267, 1.0498, -2.96, -1.0358,-5.283, -6.058, 1.9150
 -8.8700, -1.807,-4.467,-8.1667,-4.420,-6.098,-4.903, -6.524, -5.92, 0.055, 0.033,-1.389,-3.910,-4.636,-2.753,-6.4848,-8.664,-4.329,-1.411, 0.1418, 0.852,-4.9485,-5.2355,-9.016, -2.4871,-4.511, -5.959, -3.699,  0.1839,-1.884,-5.974,-11.20, -5.296, -3.783,-2.536,-4.9272, -2.546,-3.68489,-4.0551,-1.250, -5.147, -6.151,-11.085, -5.98, -0.9053,-2.159,-12.1418, 3.225, -5.0451,-5.377,-4.803,-7.941,-4.6460,-2.57822,-8.6560,-4.8986,-0.638, -3.8268, -2.7437, -7.280,-2.2444, -4.4357,-0.911,-2.676,-9.364,-7.503,-7.70477,-1.1394,-0.191,-4.435,-4.09,-2.239,-3.028,-4.5148,-5.018, -4.337, -2.747,-2.1225,-2.444, -9.254, -3.3915, -5.2341,-1.538,-4.060,-1.048,-3.262,-3.916,-2.365,-1.4224,-1.510,-1.8229, -8.83, -5.4713,-6.919, -9.681, 2.4820
 -3.6040,  1.390,-1.156,-4.6207, 0.577, 0.712,-1.987, -1.856,  0.67, 1.282, 0.458, 0.128,-0.945,-1.730,-1.357,-7.8642,-4.815,-3.298, 0.332, 2.2637, 1.285,-4.4158,-3.8423,-4.118, -3.0553, 0.002, -1.211,  0.255,  1.7667,-2.865,-6.023, -6.51, -1.836, -0.478,-0.182,-1.8771,  2.246,-0.52235,-1.3751,-1.918, -1.277, -3.201, -5.747, -1.94, -0.4123, 1.676, -5.8011, 1.260, -1.7811,-1.570,-1.153,-4.677, 0.3488, 3.18224,-3.7002,-2.1056, 2.170,  1.7256,  2.2323, -1.844,-3.4177, -1.3451,-0.291,-2.742,-5.818,-5.412,-2.93635, 1.6566, 0.908,-4.774,-3.20,-0.967,-4.195,-1.7408,-0.734,  0.561,  0.175,-2.7098,-3.092, -7.783, -0.9242, -2.0623, 1.438, 1.093,-0.044,-2.366,-0.777,-0.733,-0.2297,-1.590,-2.9050, -6.59, -2.4295,-3.977, -6.245,-0.2199
  0.4614,  3.655, 1.008,-1.6993, 2.976, 5.419,-0.615,  2.568,  6.17, 3.716, 0.983, 0.818, 1.663, 1.365, 0.557,-6.6439,-2.354,-3.581,-0.415, 2.7663, 1.010,-4.2803,-1.7864,-0.640, -1.5912, 2.569,  1.896,  2.778,  2.2136,-5.022,-5.694, -1.76,  1.864,  2.419, 1.862, 0.3508,  5.908, 1.85956, 1.0788,-2.105,  1.491, -0.706, -1.071,  0.95,  0.4362, 3.504, -0.1342,-0.966,  0.7829, 0.944, 1.139,-1.932, 3.3671, 5.84146,-0.4055, 1.2023, 5.796,  5.9098,  6.1480,  2.819,-2.3374,  2.4949, 0.527,-3.080,-2.950,-3.787,-1.42785, 2.4570, 1.379,-5.560,-2.02,-1.286,-3.125,-0.6893, 2.291,  4.068,  2.061,-5.2086,-4.050, -5.162,  1.3128,  1.2373, 2.633, 3.318, 0.865,-0.988, 1.295,-0.298, 0.8291,-0.489,-3.0585, -3.20,  1.4343,-1.064, -2.545,-1.2695
 -1.0228, -0.351, 1.374,-1.4298,-1.550, 1.172,-2.028,  1.656,  1.72, 3.030, 1.041,-0.288, 3.121, 1.795, 0.493,-4.1750,-3.739,-4.250,-2.903, 1.1125,-0.028,-3.7917,-0.9317,-1.427,  1.2282,-0.103, -1.464, -0.646, -1.3930,-5.882,-4.019,  0.52,  2.197,  1.518,-1.785, 0.1430,  2.727,-0.39558, 1.9461,-0.098, -1.514, -3.281, -4.936, -6.03, -2.9738,-1.856,  1.9542,-2.332,  0.4174,-3.327, 0.922,-1.290, 0.2017, 0.42866,-1.8871, 0.4120, 8.046,  2.2255,  1.9401,  0.582, 1.2770,  3.2976, 0.174,-2.487,-3.861,-3.846,-6.43856,-0.6335, 0.303,-5.162,-0.87,-5.155, 0.103,-2.6709,-0.075,  1.248, -0.691,-7.4137,-3.368, -3.077,  0.3761, -0.1638,-2.188, 0.179,-0.659,-0.409, 0.702,-1.559, 0.4542,-0.535,-4.0727, -7.69, -3.5145,-4.731, -2.442,-1.1927
 -1.2783, -4.081, 2.095,-1.0262,-3.406,-1.830,-2.349,  1.041, -2.44, 0.890, 2.333, 0.065, 4.446, 2.142,-0.051,-1.4938,-4.095,-3.045,-2.482, 0.4090, 0.839,-1.2945, 0.2524,-2.013,  2.8230,-2.047, -3.464, -2.827, -3.0129,-2.690,-0.473,  2.21,  2.459,  1.179,-4.106, 0.2136,  0.168,-1.97856, 2.9025, 2.260, -3.964, -5.897, -7.838, -9.20, -4.4988,-4.534,  2.2358,-2.075,  0.6787,-5.006, 0.910,-0.429,-0.9783,-2.95282,-2.6361,-0.2080, 7.901, -0.6848, -1.0683, -0.954, 3.5407,  3.2303,-0.032,-0.481,-4.438,-2.819,-7.96876,-2.1466, 0.762,-2.596, 1.01,-7.327, 2.140,-3.3419,-1.992, -1.895, -2.948,-5.4565,-0.971, -1.187, -0.2176, -1.3947,-4.284,-1.882,-2.825, 0.437, 1.417,-1.753, 0.4887,-0.028,-3.2881, -9.87, -6.8726,-7.680, -3.445,-0.7551
  2.1308, -3.051, 1.897,-0.3712, 1.372, 1.721,-1.082,  4.423,  3.94, 1.361, 6.521, 3.190, 4.443, 5.465, 1.434, 2.6119,-2.700,-1.817,-0.457, 0.1128, 3.908, 1.1147, 2.7349,-3.428,  1.8996,-2.025, -1.007, -1.592, -0.7873, 0.502, 0.974,  1.54,  4.131,  3.035, 0.167,-1.4644,  2.240, 0.21637, 2.7519, 0.941, -2.297, -5.237, -3.524,  0.10, -0.1563, 1.152, -2.7036,-0.259,  1.2310, 0.056,-0.091,-0.408, 3.3395, 0.01637,-1.8306, 3.2306, 6.428,  0.6787,  5.5317,  2.964, 1.7534,  2.5680, 0.756, 0.339,-3.336,-1.836,-3.45744,-0.8057, 3.012,-0.448, 3.20,-7.252, 1.366,-1.6633,-1.066, -2.632, -1.970,-2.7273,-1.008, -1.668,  1.4438,  1.1645, 1.642,-3.627,-3.625, 2.876, 3.264,-2.295, 0.9232, 0.481, 0.1484, -2.22,  0.0063,-1.037, -6.479, 1.5284
  3.4102, -1.397, 0.129,-0.5631, 3.829, 3.593,-0.203,  6.219,  9.62, 3.159, 7.769, 4.754, 3.170, 6.966, 2.759, 4.7506,-1.214,-1.368,-0.081,-1.4528, 4.716, 1.0965, 3.0362,-5.498,  0.9875,-1.899,  1.443, -0.998, -0.0867, 0.222,-0.096, -0.87,  3.755,  2.770, 4.201,-4.6103,  1.957, 1.90441, 0.6885,-2.978, -0.420, -2.801,  1.183,  7.40,  3.2891, 5.242, -7.8959,-0.535, -0.0806, 3.502,-2.159,-1.615, 5.3899, 1.42469,-1.1661, 6.0481, 5.122,  0.7917, 10.1640,  5.661,-0.6046, -0.0139, 1.108,-1.089,-1.491,-1.793,-0.18718,-0.0028, 2.565,-0.605, 2.87,-6.507, 0.914,-0.4269, 0.195, -2.514, -0.623,-2.6565,-2.718, -3.211,  2.0710,  2.9570, 6.179,-5.831,-3.052, 4.099, 2.466,-4.555, 1.0805,-0.231, 2.2948,  4.09,  6.3512, 7.004, -7.990, 2.8717
  0.0809, -1.223,-2.019,-1.8281,-0.593,-0.062,-0.307,  1.759,  3.01, 2.873, 1.243, 2.034, 0.794, 0.788, 0.235, 0.1972, 0.071,-0.468,-0.094,-3.8475, 2.188,-0.0772,-1.8759,-5.155, -0.0202,-1.169,  1.761, -0.375, -0.4514,-1.554,-0.307, -1.09, -1.569, -1.921, 3.749,-5.4787, -5.984, 0.34720,-2.7988,-6.837,  0.360,  1.557,  1.710,  5.61,  3.5910, 2.503, -6.3529,-3.619, -2.9555, 2.507,-3.307,-2.367, 0.6932,-1.76111,-0.4117, 3.7349, 2.324, -0.0686,  3.3724,  2.959,-2.4475, -5.0561, 0.046,-3.036, 0.970,-1.721, 0.61766,-0.2688,-1.080,-1.394,-1.46,-3.603, 0.543,-0.0445,-0.072, -1.379,  0.530,-2.6921,-2.184,  0.114, -1.1136,  0.7986, 2.835,-4.358,-2.642, 0.677,-0.638,-7.064, 0.8242,-0.074, 1.4995,  3.37,  5.3741, 5.666, -2.831, 1.0706
